"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2019M01","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","17,4",""
"2019M01","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","13,6",""
"2019M01","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","22,3",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","3.272",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","1.534",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","1.738",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","14,3",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","12,5",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","16,3",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","520",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","268",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","253",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","34,2",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","32,8",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","35,9",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","2.752",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","1.267",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","1.485",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","12,9",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","11,1",""
"2019M01","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","14,9",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","2.589",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","1.331",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","1.259",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","8,7",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","8,7",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","8,8",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","560",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","322",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","238",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","19,6",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","20,6",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","18,3",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","2.030",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","1.009",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","1.021",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","7,6",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","7,3",""
"2019M01","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","7,8",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","131",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","64",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","68",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","7,3",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","6,6",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","8,2",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","28",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","14",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","13",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","18,3",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","16,0",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","21,8",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","103",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","49",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","54",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,3",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","5,6",""
"2019M01","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","7,0",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","2.683",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","1.423",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","1.260",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","10,4",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","9,6",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","11,4",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","482",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","269",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","208",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","31,7",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","29,7",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","33,0",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","2.221",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","1.157",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","1.064",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","9,1",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","8,3",""
"2019M01","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","10,2",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","34",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","16",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","18",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","7,6",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","6,8",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","8,4",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","7",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","4",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","3",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","18,2",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","22,0",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","15,1",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","27",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","12",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","15",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,6",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","5,6",""
"2019M01","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","7,6",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","66",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","37",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","29",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","6,7",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","7,6",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","5,9",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","9",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","7",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","2",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","13,5",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","16,2",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","9,4",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","57",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","31",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","26",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,3",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","6,9",""
"2019M01","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","5,7",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","89",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","47",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","41",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","6,1",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","6,5",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","5,6",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","12",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","7",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","5",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","11,1",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","12,0",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","10,0",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","77",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","40",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","36",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","5,6",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","6,0",""
"2019M01","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","5,3",""
"2019M01","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","16",""
"2019M01","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","9",""
"2019M01","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","7",""
"2019M01","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","5,2",""
"2019M01","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","5,2",""
